action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15258193,[],CHEMBL3430443,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL535,SUNITINIB,CHEMBL535,4.8,0,http://www.openphacts.org/units/Nanomolar,2299102,=,1,1,=,,IC50,nM,,15848.93,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.8
,,15258196,[],CHEMBL3430446,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,,,CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL1382,TOLTERODINE,CHEMBL1382,5.2,0,http://www.openphacts.org/units/Nanomolar,2299105,=,1,1,=,,IC50,nM,,6309.57,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5.2
,,15258199,[],CHEMBL3430449,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL1111,AMBRISENTAN,CHEMBL1111,,0,http://www.openphacts.org/units/Nanomolar,2299075,=,1,1,=,,IC50,nM,,1000000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,3
,,15258215,[],CHEMBL3430465,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL255863,NILOTINIB,CHEMBL255863,,0,http://www.openphacts.org/units/Nanomolar,2299094,=,1,1,=,,IC50,nM,,5011872.34,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,2.3
,,15258218,[],CHEMBL3430468,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL192,SILDENAFIL,CHEMBL192,,0,http://www.openphacts.org/units/Nanomolar,2299098,=,1,1,=,,IC50,nM,,1258925.41,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,2.9
,,15258223,[],CHEMBL3430473,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3430320,J Pharmacol Toxicol Methods,2014,,CHEMBL1520,VARDENAFIL,CHEMBL1520,,0,http://www.openphacts.org/units/Nanomolar,2299106,=,1,1,=,,IC50,nM,,199526.23,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,3.7
,,15643116,[],CHEMBL3590902,Inhibition of human Nav1.5 expressed in HEK293 cells by IonWorks Quattro selectivity assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1,,,CHEMBL3588833,ACS Med Chem Lett,2015,"{'bei': '15.26', 'le': '0.34', 'lle': '1.40', 'sei': '7.42'}",CHEMBL3589894,,CHEMBL3589894,5.05,0,http://www.openphacts.org/units/Nanomolar,2486498,=,1,1,=,,IC50,nM,,9000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,9
,,15643117,[],CHEMBL3590902,Inhibition of human Nav1.5 expressed in HEK293 cells by IonWorks Quattro selectivity assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,,,CHEMBL3588833,ACS Med Chem Lett,2015,"{'bei': '12.39', 'le': '0.24', 'lle': '1.45', 'sei': '4.66'}",CHEMBL3589904,,CHEMBL3589904,4.43,0,http://www.openphacts.org/units/Nanomolar,2486508,=,1,1,=,,IC50,nM,,37000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,37
,,15714848,[],CHEMBL3618954,Inhibition of human NaV1.5 channel expressed in HEK293 cells by patch clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CNCC[C@H]2c2ccc(Cl)c(F)c2)cc1F,,,CHEMBL3616397,J Med Chem,2015,,CHEMBL3617062,,CHEMBL3617062,,0,http://www.openphacts.org/units/Nanomolar,2501399,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15766927,[],CHEMBL3636866,Inhibition of human NaV1.5 by IonWorks quattro automated electrophysiology assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccccc1)c1cccc(OCC(O)CN2CCC(N3Cc4ccccc4C3=O)CC2)c1,,,CHEMBL3632552,Bioorg Med Chem Lett,2015,"{'bei': '11.54', 'le': '0.21', 'lle': '1.65', 'sei': '7.75'}",CHEMBL3634332,,CHEMBL3634332,5.43,0,http://www.openphacts.org/units/Nanomolar,2511223,=,1,1,=,,IC50,nM,,3700,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,3.7
,,15766930,[],CHEMBL3636866,Inhibition of human NaV1.5 by IonWorks quattro automated electrophysiology assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,,,CHEMBL3632552,Bioorg Med Chem Lett,2015,"{'bei': '10.37', 'le': '0.19', 'lle': '1.55', 'sei': '6.61'}",CHEMBL3634334,,CHEMBL3634334,4.11,0,http://www.openphacts.org/units/Nanomolar,2511226,=,1,1,=,,IC50,nM,,77000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,77
,,15766936,[],CHEMBL3636866,Inhibition of human NaV1.5 by IonWorks quattro automated electrophysiology assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C(F)(F)F)ccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,,,CHEMBL3632552,Bioorg Med Chem Lett,2015,"{'bei': '11.31', 'le': '0.22', 'lle': '1.68', 'sei': '8.44'}",CHEMBL3632693,,CHEMBL3632693,5.25,0,http://www.openphacts.org/units/Nanomolar,2509189,=,1,1,=,,IC50,nM,,5600,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5.6
,,15766937,[],CHEMBL3636866,Inhibition of human NaV1.5 by IonWorks quattro automated electrophysiology assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccccc2CN1C1CCN(CC(O)COCc2ccc(C(F)(F)F)cc2)CC1,,,CHEMBL3632552,Bioorg Med Chem Lett,2015,"{'bei': '12.31', 'le': '0.24', 'lle': '1.82', 'sei': '10.42'}",CHEMBL3632694,,CHEMBL3632694,5.52,0,http://www.openphacts.org/units/Nanomolar,2509190,=,1,1,=,,IC50,nM,,3000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,3
,282170,16270289,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,,,CHEMBL3638545,,2015,"{'bei': '13.81', 'le': '0.27', 'lle': '2.35', 'sei': '6.55'}",CHEMBL3657834,,CHEMBL3657834,5.59,0,http://www.openphacts.org/units/Nanomolar,2532208,=,37,1,=,,IC50,nM,,2580,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,2580
,282185,16275508,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC23CC4CC(C2)C(F)(F)C(C4)C3)cc1F,,,CHEMBL3638545,,2015,"{'bei': '13.43', 'le': '0.27', 'lle': '1.92', 'sei': '8.48'}",CHEMBL3657937,,CHEMBL3657937,6.15,0,http://www.openphacts.org/units/Nanomolar,2532313,=,37,1,=,,IC50,nM,,714,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,714
,314120,16278119,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1nccc1-c1cc(Cl)ccc1-c1c[nH]c2cc(S(=O)(=O)Nc3ncns3)ccc12,,,CHEMBL3638977,,2015,,CHEMBL3704399,,CHEMBL3704399,,0,http://www.openphacts.org/units/Nanomolar,2581877,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305239,16303120,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1cnccn1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2C2=CCNCC2)C1,,,CHEMBL3638380,,2015,,CHEMBL3683236,,CHEMBL3683236,,0,http://www.openphacts.org/units/Nanomolar,2559391,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,314138,16305605,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2ccc(C(F)(F)F)cc2-c2ccn(C3CNC3)n2)c2ccc(S(=O)(=O)Nc3ncns3)cc21,,,CHEMBL3638977,,2015,,CHEMBL3704413,,CHEMBL3704413,,0,http://www.openphacts.org/units/Nanomolar,2581895,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305231,16307424,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(C2CC2)ccc1-c1cccc2c1CCN(S(=O)(=O)Nc1ncns1)C2,,,CHEMBL3638380,,2015,,CHEMBL3683228,,CHEMBL3683228,,0,http://www.openphacts.org/units/Nanomolar,2559383,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305220,16311448,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2C2=CCNC2)C1,,,CHEMBL3638380,,2015,,CHEMBL3683222,,CHEMBL3683222,,0,http://www.openphacts.org/units/Nanomolar,2559377,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305201,16311773,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CC=C(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)CC1,,,CHEMBL3638380,,2015,,CHEMBL3683204,,CHEMBL3683204,,0,http://www.openphacts.org/units/Nanomolar,2559359,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,282201,16336794,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CC4CC(C2)C(F)(F)C(C4)C3)cc1F,,,CHEMBL3638545,,2015,"{'bei': '14.24', 'le': '0.28', 'lle': '2.12', 'sei': '9.50'}",CHEMBL3662090,,CHEMBL3662090,6.89,0,http://www.openphacts.org/units/Nanomolar,2536889,=,37,1,=,,IC50,nM,,130,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,130
,314168,16338203,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)cc1C(F)(F)F,,,CHEMBL3638977,,2015,,CHEMBL3704440,,CHEMBL3704440,,0,http://www.openphacts.org/units/Nanomolar,2581925,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,282190,16339998,[],CHEMBL3705543,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",B,,,BAO_0000190,BAO_0000219,cell-based format,COC1CN(S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC34CC5CC(CC(C5)C3)C4)cc2F)C1,,,CHEMBL3638545,,2015,"{'bei': '13.89', 'le': '0.27', 'lle': '3.24', 'sei': '8.05'}",CHEMBL3657953,,CHEMBL3657953,6.84,0,http://www.openphacts.org/units/Nanomolar,2532329,=,37,1,=,,IC50,nM,,144,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,144
,314125,16341155,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)n1cc(-c2ccc(C(F)(F)F)cc2-c2ccnn2C)c2ccc(S(=O)(=O)Nc3ncns3)cc21,,,CHEMBL3638977,,2015,,CHEMBL3704402,,CHEMBL3704402,,0,http://www.openphacts.org/units/Nanomolar,2581882,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,314178,16351941,[],CHEMBL3707612,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2cc3ccccc3o2)c2ccc(S(=O)(=O)Nc3ncns3)cc21,,,CHEMBL3638977,,2015,,CHEMBL3704449,,CHEMBL3704449,,0,http://www.openphacts.org/units/Nanomolar,2581935,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,305244,16353877,[],CHEMBL3707668,"Ion Works Quattro (IWQ) Assay: In Vitro Assays 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the Ion Works® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, CA). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)OC(=O)N1CCc2c(cccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)C1,,,CHEMBL3638380,,2015,,CHEMBL3683241,,CHEMBL3683241,,0,http://www.openphacts.org/units/Nanomolar,2559396,>,37,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10000
,,16562920,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,,CHEMBL3416892,,CHEMBL3416892,,0,http://www.openphacts.org/units/Nanomolar,2774534,>,1,1,>,,IC50,nM,,5000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5
,,16562921,[],CHEMBL3803507,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3797186,J Med Chem,2016,"{'bei': '1.14', 'le': None, 'lle': None, 'sei': None}",CHEMBL3416893,,CHEMBL3416893,4.57,0,http://www.openphacts.org/units/Nanomolar,2774533,=,1,1,=,,IC50,nM,,27000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,27
